id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
1146,"And when the hour of his departure drew near - - "" Ah , "" said the fox , "" I shall cry . ""","(a / and
      :op1 (s / say-01
            :ARG0 (f / fox)
            :ARG1 (a2 / and
                  :op1 (a3 / ah :mode expressive)
                  :op2 (c / cry-02
                        :ARG0 f))
            :time (h2 / hour
                  :time-of (d / depart-01
                        :ARG0 f)
                  :ARG1-of (n2 / near-01))))",当 出发 的 时刻 就 快 要 来到 时： “ 啊 ！ ” 狐狸 说 ， “ 我 一定 会 哭 的 。 ”,"(x15 / 说-01
      :arg0()  (x14 / 狐狸)
      :arg1()  (x33 / and
            :op1()  (x11 / 啊
                  :mode()  (x12 / expressive))
            :op2()  (x19 / 一定
                  :arg0()  (x20 / 会-02
                        :arg0()  (x21 / 哭-01
                              :arg0()  (x18 / 我))
                        :smood()  (x22 / 的))
                  :time(x1_x9)  (x8 / 来到-01
                        :arg0()  (x4 / 时刻
                              :mod(x3)  (x2 / 出发))
                        :mod()  (x6_x7 / 快要
                              :mod()  (x5 / 就))))))",و همينکه ساعت وداع نزديک شد، روباه گفت: آه!... من خواهم گريست.,"(x / و
      :op2 (x2 / گفتن
            :ARG0 (x3 / روباه)
            :ARG1 (x4 / و
                  :op1 (x5 / آه :mode expressive)
                  :op2 (x6 / گریستن
                        :ARG0 x3))
            :time (x7 / نزدیک‌شدن
                  :ARG1 (x8 / ساعت
                        :time-of (x9 / وداع‌کردن)))))"
1147,""" It is your own fault , "" said the little prince .","(s / say-01
      :ARG0 (p / prince
            :mod (l / little))
      :ARG1 (f / fault-01
            :ARG1 (y / you)
            :ARG2 (i / it)))",“ 这 是 你 的 过错 ， ” 小 王子 说 ，,"(x11 / 说-01
      :arg0()  (x10 / 王子
            :mod()  (x9 / 小))
      :arg1()  (x6 / 过错
            :domain(x3)  (x2 / 这)
            :poss(x5)  (x4 / 你)))",شازده کوچولو گفت: گناه از خود تو است.,"(x / گفتن
      :ARG0 (x2 / شازده
            :mod (x3 / کوچولو))
      :ARG1 (x4 / گناه‌داشتن
            :ARG0 (x5 / تو)))"
1148,""" I never wished you any sort of harm ; but you wanted me to tame you ... ""","(c / contrast-01
      :ARG1 (w / wish-01 :polarity -
            :ARG0 (i / i)
            :ARG1 (h / harm-01
                  :ARG1 (y / you)
                  :mod (s / sort
                        :mod (a / any)))
            :ARG2 y
            :time (e / ever))
      :ARG2 (w2 / want-01
            :ARG0 (y2 / you)
            :ARG1 (t / tame-01
                  :ARG0 i
                  :ARG1 y)))",“ 我 本来 并 不 想 给 你 任何 痛苦 ， 可 你 却 要 我 驯服 你 … ”,"(x21 / say
      :arg1()  (x23 / contrast
            :arg1()  (x6 / 想-02
                  :arg0()  (x2 / 我)
                  :polarity()  (x5 / -)
                  :arg1()  (x7 / 给-01
                        :arg0()  (x2 / 我)
                        :arg2()  (x8 / 你)
                        :arg1()  (x10 / 痛苦
                              :mod()  (x9 / 任何)))
                  :mod()  (x31 / 4)
                  :time()  (x3 / 本来))
            :arg2(x12_x14)  (x15 / 要-01
                  :arg0()  (x13 / x8)
                  :arg1()  (x16 / x2)
                  :arg2()  (x17 / 驯服-01
                        :arg0()  (x16 / x2)
                        :arg1()  (x18 / x8)))))",من که بدی به جان تو نمی‌خواستم. تو خودت می‌خواستی که من تو را اهلی کنم...,"(x / و
      :op1 (x2 / خواستن :polarity -
            :ARG0 (x3 / من)
            :ARG1 (x4 / بدی‌کردن
                  :ARG0 x3
                  :ARG1 x6))
      :op2 (x5 / خواستن
            :ARG0 (x6 / تو)
            :ARG1 (x7 / اهلی‌کردن
                  :ARG0 x3
                  :ARG1 x6)))"
1149,""" Yes , that is so , "" said the fox .","(s / say-01
      :ARG0 (f / fox)
      :ARG1 (s2 / so
            :domain (t / that)))",“ 是 这样 的 。 ” 狐狸 说 。,"(x8 / 说-01
      :arg0()  (x7 / 狐狸)
      :arg1()  (x3 / 这样
            :mode()  (x2_x4 / judgement)))",روباه گفت: درست است.,"(x / گفتن
      :ARG0 (x2 / روباه)
      :ARG1 (x3 / درست))"
1150,""" But now you are going to cry ! "" said the little prince .","(s / say-01
      :ARG0 (p / prince
            :mod (l / little))
      :ARG1 (c / contrast-01
            :ARG2 (c2 / cry-02
                  :ARG0 (y / you)
                  :time (n / now))))",“ 你 可 就 要 哭 了 ！ ” 小 王子 说 。,"(x12 / 说-01
      :arg0()  (x11 / 王子)
      :arg1()  (x5 / 要-03
            :mod()  (x4 / 就)
            :arg0()  (x6 / 哭
                  :aspect()  (x7 / 了))
            :mode()  (x8 / expressive)
            :mod()  (x3 / 可)))",شازده کوچولو گفت: در اين صورت باز گريه خواهی کرد؟,"(x / گفتن
      :ARG0 (x2 / شازده
            :mod (x3 / کوچولو))
      :ARG1 (x4 / گریه‌کردن
            :ARG0 (x5 / تو)
            :mod (x6 / باز)
            :polarity (a / amr-unknown)))"
1151,""" Yes , that is so , "" said the fox .","(s / say-01
      :ARG0 (f / fox)
      :ARG1 (s2 / so
            :domain (t / that)))",“ 当然 罗 。 ” 狐狸 说 。,"(x7 / 说-01
      :arg0()  (x6 / 狐狸)
      :arg1()  (x2 / 当然
            :mode()  (x3 / expressive)))",روباه گفت: البته.,"(x / گفتن
      :ARG0 (x2 / روباه)
      :ARG1 (x3 / البته))"
1152,""" Then it has done you no good at all ! ""","(d / do-02
      :ARG0 (i / it)
      :ARG1 (g / good-04 :polarity -)
      :ARG2 (y / you)
      :mod (a / at-all))",“ 那么 你 什么 好处 也 没 得到 。 ”,"(x11 / say
      :arg1()  (x8 / 得到-01
            :polarity()  (x7 / _)
            :arg1()  (x5 / 好处
                  :mod()  (x4 / 什么))
            :arg0()  (x3 / 你)
            :mod()  (x6 / 也)))",پس گريه هيچ سودی به حال تو نخواهد داشت.,"(x / سودداشتن :polarity -
      :ARG0 (x2 / گریه)
      :ARG1 (x3 / حال
            :poss (x4 / تو))
      :mod (x5 / هیچ))"
1153,""" It has done me good , "" said the fox , "" because of the color of the wheat fields . ""","(s / say-01
      :ARG0 (f2 / fox)
      :ARG1 (d / do-02
            :ARG0 (i / it)
            :ARG1 (g / good-04
                  :ARG1 i
                  :ARG2 f2)
            :ARG2 f2
            :ARG1-of (c / cause-01
                  :ARG0 (c2 / color-01
                        :ARG1 (f / field
                              :mod (w / wheat))))))",“ 由于 麦子 颜色 的 缘故 ， 我 还是 得到 了 好处 。 ” 狐狸 说 。,"(x16 / 说-01
      :arg0()  (x15 / 狐狸)
      :arg1()  (x21 / causation
            :arg1(x2_x5_x6)  (x4 / 颜色
                  :poss()  (x3 / 麦子))
            :arg2(x9)  (x10 / 得到-01
                  :arg1()  (x12 / 好处)
                  :aspect()  (x11 / 了)
                  :arg0()  (x8 / 我))))",روباه گفت: به سبب رنگ گندمزار گريه به حال من سودمند خواهد بود.,"(x / گفتن
      :ARG0 (x2 / روباه)
      :ARG1 (x3 / سودداشتن
            :ARG0 (x4 / گریه)
            :ARG1 (x5 / حال
                  :poss (x6 / من))
            :ARG1-of (c / cause-01
                  :ARG0 (x7 / رنگ
                        :ARG1 (x8 / گندمزار)))))"
1154,"And then he added : "" Go and look again at the roses .","(a / and
  :op1 (a2 / add-01
         :ARG0 (h / he)
         :ARG1 (a3 / and
                 :op1 (g / go-02
                        :ARG0 (y / you)
                        :mode imperative)
                 :op2 (l / look-01
                        :ARG0 y
                        :ARG1 (r / rose)
                        :mod (a4 / again)
                        :mode imperative))
         :time (t / then)))",然后 ， 他 又 接着 说 。 “ 再 去 看看 那些 玫瑰花 吧 。,"(x16 / temporal
      :arg2(x1_x5)  (x6 / 说-01
            :arg0()  (x3 / 他)
            :mod()  (x4 / 又)
            :arg1()  (x10 / 去-01
                  :arg1()  (x11 / 看看-01
                        :arg1()  (x13 / 玫瑰花
                              :mod()  (x12 / 那些)))
                  :mod()  (x9 / 再)
                  :mode()  (x14 / expressive))))",و کمی بعد به گفته افزود: يک‌بار ديگر برو و گلهای سرخ را تماشا کن.,"(x / و
      :op2 (x2 / افزودن
            :ARG0 (x3 / او)
            :ARG1 (x7 / و
                  :op1 (x8 / رفتن :mode imperative
                        :ARG0 (x9 / تو)
                        :frequency (r / rate-entity-91 :quant 1
                              :mod (x10 / دیگر)))
                  :op2 (x11 / تماشاکردن :mode imperative
                        :ARG0 (x12 / تو)
                        :ARG1 (x13 / گل
                              :mod (x14 / سرخ))))
            :ARG2 (x4 / گفته)
            :time (x5 / بعد
                  :degree (x6 / کمی))))"
1155,You will understand now that yours is unique in all the world .,"(u / understand-01
      :ARG0 (y / you)
      :ARG1 (u2 / unique
            :domain (r / rose
                  :poss y)
            :location (w / world
                  :extent (a / all)))
      :time (n / now))",你 一定 会 明白 ， 你 的 那 朵 是 世界 上 独一无二 的 玫瑰 。,"(x2 / 一定
      :arg0()  (x3 / 会-02
            :arg0()  (x4 / 明白-01
                  :arg0()  (x1 / 你)
                  :arg1()  (x15 / 玫瑰
                        :domain(x10)  (x9 / 朵
                              :mod()  (x8 / 那)
                              :poss(x7)  (x6 / x1))
                        :mod(x14)  (x13 / 独一无二)
                        :location(x12)  (x11 / 世界)))))",آن وقت خواهی فهميد که گل تو در دنيا يگانه است.,"(x / فهمیدن
      :ARG0 (x2 / تو)
      :ARG1 (x5 / یگانه
            :domain (x6 / گل
                  :poss x2)
            :location (x7 / دنیا))
      :time (x3 / وقت
            :mod (x4 / آن)))"
1156,"Then come back to say goodbye to me , and I will make you a present of a secret . ""","(a / and
      :op1 (c / come-01 :mode imperative
            :ARG1 (y / you)
            :direction (b / back)
            :time (t / then)
            :purpose (s / say-01
                  :ARG0 y
                  :ARG1 (g / goodbye)
                  :ARG2 (i / i)))
      :op2 (g2 / give-01
            :ARG0 i
            :ARG1 (p / present)
            :ARG2 y
            :manner (r / reveal-01
                  :ARG0 i
                  :ARG1 (s2 / secret)
                  :ARG2 y)))",你 回来 和 我 告别 时 ， 我 再 赠送 给 你 一 个 秘密 。 ”,"(x18 / say
      :arg1()  (x10 / 赠送-01
            :arg0()  (x8 / x4)
            :arg2(x11)  (x12 / x1)
            :arg1()  (x15 / 秘密
                  :quant()  (x13 / 1)
                  :cunit()  (x14 / 个))
            :mod()  (x9 / 再)
            :time(x6)  (x2 / 回来-01
                  :arg0()  (x1 / 你)
                  :purpose()  (x5 / 告别-01
                        :arg0()  (x1 / 你)
                        :arg1(x3)  (x4 / 我)))))",بعد، برگرد و با من وداع کن، و من به رسم هديه رازی برای تو فاش خواهم کرد.,"(x / و
      :op1 (x2 / برگشتن :mode imperative
            :ARG0 (x3 / تو)
            :time (x8 / بعد))
      :op2 (x4 / وداع‌کردن :mode imperative
            :ARG0 x3
            :ARG1 (x5 / من))
      :op3 (x6 / فاش‌کردن
            :ARG0 x5
            :ARG1 (x7 / راز)
            :ARG2 x3
            :manner (x11 / رسم
                  :mod (x9 / هدیه))))"
1157,"The little prince went away , to look again at the roses .","(g / go-02
  :ARG0 (p / prince
          :mod (l / little))
  :direction (a / away)
  :purpose (l2 / look-01
             :ARG0 p
             :ARG1 (r / rose)
             :mod (a2 / again)))",于是 小 王子 又 去 看 那些 玫瑰 。,"(x10 / causation
      :arg2(x1)  (x5 / 去-01
            :arg1()  (x6 / 看-01
                  :arg0()  (x3 / 王子
                        :mod()  (x2 / 小))
                  :arg1()  (x8 / 玫瑰
                        :mod()  (x7 / 那些)))
            :mod()  (x4 / 又)))",شازده کوچولو رفت و باز به گلهای سرخ نگاه کرد.,"(x4 / و
      :op1 (x / رفتن
            :ARG0 (x2 / شازده
                  :mod (x3 / کوچولو)))
      :op2 (x5 / نگاه‌کردن
            :ARG0 x2
            :ARG1 (x7 / گل
                  :mod (x8 / سرخ))
            :mod (x6 / باز)))"
1158,""" You are not at all like my rose , "" he said .","(s / say-01
      :ARG0 (h / he)
      :ARG1 (r / resemble-01 :polarity -
            :ARG1 (y / you)
            :ARG2 (r2 / rose
                  :poss (i / i))
            :degree (a / at-all)))",“ 你们 一点 也 不 象 我 的 那 朵 玫瑰 ，,"(x13 / say
      :arg1()  (x6 / 像-01
            :arg0()  (x2 / 你们)
            :polarity()  (x5 / -)
            :arg1()  (x11 / 玫瑰
                  :mod()  (x9 / 那)
                  :cunit()  (x10 / 朵)
                  :poss(x8)  (x7 / 我))
            :degree()  (x3 / 一点)
            :mod()  (x4 / 也)))",به آنها گفت: شما هيچ به گل من نمی‌مانيد.,"(x / گفتن
      :ARG0 (x2 / او)
      :ARG1 (x3 / مانستن :polarity -
            :ARG1 (x4 / شما)
            :ARG2 (x5 / گل
                  :poss x2)
            :mod (x6 / هیچ))
      :ARG2 (x7 / آنها))"
